"Reference","Gene.Symbol","Annotation","p.val_1_control_EBSS-0_control_UT","log2FC_1_control_EBSS-0_control_UT","0_control_UT","q.val_1_control_EBSS-0_control_UT","sig_1_control_EBSS-0_control_UT","p.val_2_LIR_UT-0_control_UT","log2FC_2_LIR_UT-0_control_UT","1_control_EBSS","q.val_2_LIR_UT-0_control_UT","sig_2_LIR_UT-0_control_UT","2_LIR_UT","p.val_2_LIR_UT-1_control_EBSS","log2FC_2_LIR_UT-1_control_EBSS","q.val_2_LIR_UT-1_control_EBSS","sig_2_LIR_UT-1_control_EBSS","p.val_anova","q.val_anova","anova_sig","p.val_2_LIR_EBSS-0_control_UT","log2FC_2_LIR_EBSS-0_control_UT","2_LIR_EBSS","q.val_2_LIR_EBSS-0_control_UT","sig_2_LIR_EBSS-0_control_UT","p.val_2_LIR_EBSS-1_control_EBSS","log2FC_2_LIR_EBSS-1_control_EBSS","q.val_2_LIR_EBSS-1_control_EBSS","sig_2_LIR_EBSS-1_control_EBSS","p.val_2_LIR_EBSS-2_LIR_UT","log2FC_2_LIR_EBSS-2_LIR_UT","q.val_2_LIR_EBSS-2_LIR_UT","sig_2_LIR_EBSS-2_LIR_UT","cluster","0_control_UT_1","0_control_UT_2","1_control_EBSS_1","1_control_EBSS_2","1_control_EBSS_3","2_LIR_UT_1","2_LIR_UT_2","2_LIR_EBSS_1","2_LIR_EBSS_2","2_LIR_EBSS_3"
"sp|A0AVT1|UBA6_HUMAN","UBA6","Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1",0.0215702486674451,0.267091560205426,16.1362093995336,0.0408436653008568,"n.s.",0.140322612024142,0.25187509424892,16.4033009597391,0.409970451061338,"n.s.",16.3880844937826,0.808274079747246,-0.0152164659565059,0.840112067640721,"n.s.",0.00705264822077886,0.0134285816838915,"sig",0.0226051803971143,0.596037018329259,16.7322464178629,0.0398916835835193,"up",0.0282585686038219,0.328945458123833,0.16372768594998,"n.s.",0.0854992585262871,0.344161924080339,0.142409866263903,"n.s.",1,16.0592422088169,16.2131765902504,16.4295944239875,16.3780628999979,16.4022455552318,16.4607238919062,16.315445095659,16.5503918917336,16.7661184234086,16.8802289384465
"sp|A1L0T0|ILVBL_HUMAN","ILVBL","Acetolactate synthase-like protein OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2",0.00199880911208575,-0.480234280587272,15.1834656493014,0.0103780649326791,"n.s.",0.327259097125006,-0.135998320095112,14.7032313687141,0.593454323381453,"n.s.",15.0474673292063,0.0317006531096613,0.34423596049216,0.0764930213678554,"n.s.",0.00118992490973267,0.00342731893014551,"sig",0.00028732648126994,-0.364238184454404,14.819227464847,0.0045093068472528,"n.s.",0.0348534408953643,0.115996096132868,0.182757145207744,"n.s.",0.063515990986629,-0.228239864359292,0.115457956949028,"n.s.",2,15.1676514146737,15.199279883929,14.6346283641739,14.7234893160635,14.7515764259048,14.9428940271012,15.1520406313113,14.8027129922289,14.8402481202783,14.8147212820337
"sp|A1X283|SPD2B_HUMAN","SH3PXD2B","SH3 and PX domain-containing protein 2B OS=Homo sapiens OX=9606 GN=SH3PXD2B PE=1 SV=3",0.372389830421752,0.0757690396452091,18.4707828493045,0.419290958410176,"n.s.",0.572795361485152,-0.0859661079011893,18.5465518889497,0.752685310353179,"n.s.",18.3848167414033,0.180382368332341,-0.161735147546398,0.248196429429529,"n.s.",0.204623226590674,0.234264239819694,"n.s.",0.299169406360794,-0.0918809162420402,18.3789019330625,0.350853870112013,"n.s.",0.0357793652968081,-0.167649955887249,0.184767118665708,"n.s.",0.953648292558389,-0.0059148083408509,0.967346135193719,"n.s.",0,18.3985716629293,18.5429940356797,18.5942893816651,18.4724833136315,18.5728829715526,18.278341004459,18.4912924783477,18.4021336375995,18.3034980835221,18.4310740780659
"sp|A6NDU8|CE051_HUMAN","C5orf51","UPF0600 protein C5orf51 OS=Homo sapiens OX=9606 GN=C5orf51 PE=1 SV=1",0.000400073824171163,0.708446788656667,15.0941728991106,0.00569148501168715,"up",0.00922652164143775,0.361682528872212,15.8026196877672,0.309279221362665,"n.s.",15.4558554279828,0.00381764268726427,-0.346764259784456,0.0266340989095551,"n.s.",0.001963217526595,0.0049668294831373,"sig",0.0315292665674423,0.498645440936036,15.5928183400466,0.0516335136179536,"n.s.",0.114643269627047,-0.209801347720632,0.314691928036659,"n.s.",0.373023831074741,0.136962912063824,0.456445016932143,"n.s.",1,15.0728487896624,15.1154970085588,15.8466815789285,15.7488595999339,15.8123178844394,15.4835890689637,15.4281217870018,15.5627769292188,15.4360646721686,15.7796134187524
"sp|A8MWX3|WASH4_HUMAN","WASH4P","Putative WAS protein family homolog 4 OS=Homo sapiens OX=9606 GN=WASH4P PE=5 SV=1",0.013537500221317,0.615441852994694,13.393115052754,0.029369794299881,"up",0.346914340072021,0.269717119572727,14.0085569057487,0.607007337281098,"n.s.",13.6628321723267,0.185126372016764,-0.345724733421967,0.25365724004977,"n.s.",0.00971067540202005,0.0174578735798954,"sig",0.0010577849766392,0.728347339982076,14.121462392736,0.00617769528871091,"up",0.324140559255711,0.112905486987382,0.54845378004421,"n.s.",0.077729356268958,0.458630220409349,0.133551633102895,"n.s.",1,13.3776983619208,13.4085317435871,14.1792329781412,13.8707227860278,13.9757149530769,13.8834417224182,13.4422226222352,14.0382390653392,14.1855684951774,14.1405796176915
"sp|B5ME19|EIFCL_HUMAN","EIF3CL","Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens OX=9606 GN=EIF3CL PE=1 SV=1",0.0321939158807219,-0.0882594832461656,16.8136332773203,0.0548956119825542,"n.s.",0.0095601116175592,-0.275029148428466,16.7253737940741,0.309279221362665,"n.s.",16.5386041288918,0.000625124258617998,-0.1867696651823,0.0137583950064546,"n.s.",0.000274510680129214,0.00125798171622239,"sig",0.600547419463308,-0.021080516975303,16.792552760345,0.641315651593976,"n.s.",0.0554228457777281,0.0671789662708626,0.22294075355022,"n.s.",0.00354800473222897,0.253948631453163,0.0211216368886396,"n.s.",2,16.8404225326259,16.7868440220147,16.7185007614549,16.7138981244341,16.7437224963334,16.5426011523212,16.5346071054624,16.7493758058473,16.8294318078393,16.7988506673484
"sp|B7ZAQ6|GPHRA_HUMAN","GPR89A","Golgi pH regulator A OS=Homo sapiens OX=9606 GN=GPR89A PE=1 SV=2",0.0147112504223258,-0.926852725431916,15.2862357850466,0.0310950977918927,"down",0.461201890758154,-0.191676384934123,14.3593830596147,0.686769729748212,"n.s.",15.0945594001125,0.00787349840808994,0.735176340497793,0.0360813540493982,"up",0.00312716646578395,0.00708875878122153,"sig",0.0239298027572639,-0.918613707421116,14.3676220776255,0.0419155859859569,"down",0.957525078362014,0.00823901801079963,0.974198400622049,"n.s.",0.0213727625886636,-0.726937322486993,0.0542353259471611,"n.s.",2,15.4870909610195,15.0853806090737,14.2053995003501,14.3949084321598,14.4778412463341,15.0269900062569,15.162128793968,14.1432880412684,14.4012926925926,14.5582854990153
"sp|E9PAV3|NACAM_HUMAN","NACA","Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens OX=9606 GN=NACA PE=1 SV=1",0.952558220333715,0.00775438822670438,16.0914113637326,0.95782744220403,"n.s.",0.196321958813596,0.40075460991984,16.0991657519593,0.472620902521096,"n.s.",16.4921659736525,0.137775372961185,0.393000221693136,0.202516181639261,"n.s.",0.356315480352485,0.384773680433442,"n.s.",0.441624243873388,0.232311271114014,16.3237226348466,0.492499838430036,"n.s.",0.370480955911383,0.22455688288731,0.590747411180334,"n.s.",0.618768856867251,-0.168443338805826,0.690356433100327,"n.s.",0,16.0663439799475,16.1164787475178,15.992877839298,16.0225522984516,16.2820671181284,16.283849500486,16.7004824468189,15.9184842083101,16.5466598173183,16.5060238789115
"sp|F8WCM5|INSR2_HUMAN","INS-IGF2","Insulin, isoform 2 OS=Homo sapiens OX=9606 GN=INS-IGF2 PE=2 SV=1",0.00455297644840029,-1.67049552541851,16.9925128057719,0.0150478171102684,"down",0.667914680643125,-0.272702230459998,15.3220172803534,0.818574380547429,"n.s.",16.7198105753119,0.0412063433724303,1.39779329495851,0.0884692621486824,"n.s.",0.000939021753910756,0.00288225063676922,"sig",0.00293833542437259,-2.58399856970115,14.4085142360708,0.0107442925967243,"down",0.0145168794508888,-0.913503044282635,0.119947549402293,"n.s.",0.0141709877852875,-2.31129633924115,0.0420757459468789,"down",2,16.7831229153554,17.2019026961884,15.5439544632138,15.1482735002897,15.2738238775566,17.2259152338793,16.2137059167445,14.7294452394969,14.0784038816243,14.4176935870912
"sp|O00116|ADAS_HUMAN","AGPS","Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1",0.0323393954827733,-0.578095676537293,14.9839135178075,0.0550543714982488,"n.s.",0.212437389241821,-0.187228882064344,14.4058178412702,0.490148553489419,"n.s.",14.7966846357431,0.104433277547418,0.390866794472949,0.166848478581617,"n.s.",0.0215250846578416,0.0340241917876608,"sig",0.0225159333990143,-0.333142776604031,14.6507707412034,0.0398285918685548,"n.s.",0.135120242725217,0.244952899933262,0.341664168622032,"n.s.",0.263226042043889,-0.145913894539687,0.342591730138267,"n.s.",2,15.00630495348,14.9615220821349,14.3913148006384,14.6163837608441,14.2097549623279,14.6955433350085,14.8978259364777,14.7630680908084,14.6196299295067,14.5696142032953
